event_id,origin_time,latitude,longitude,depth_km,magnitude,mag_type,p_pick_time,s_pick_time,catalog_source
quakeml:eu.emsc/event/20230217_0000263,2023-02-17T21:41:19.600000Z,38.03,38.16,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000262,2023-02-17T21:30:12.300000Z,38.02,37.61,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000256,2023-02-17T20:59:46.500000Z,38.06,36.69,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000250,2023-02-17T20:45:24.200000Z,37.88,36.33,6.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000254,2023-02-17T20:43:03.800000Z,38.1,37.39,8.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000251,2023-02-17T20:39:51.900000Z,37.4,37.14,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000248,2023-02-17T20:35:44.700000Z,38.14,37.84,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000247,2023-02-17T20:22:54.800000Z,37.89,36.53,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000240,2023-02-17T19:43:34.500000Z,38.07,36.54,4.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000237,2023-02-17T19:42:10.100000Z,38.02,36.66,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000236,2023-02-17T19:31:32.400000Z,37.9,36.6,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000233,2023-02-17T19:10:38.500000Z,38.23,38.22,5.0,4.2,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000234,2023-02-17T19:08:21.800000Z,38.05,38.28,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000230,2023-02-17T18:58:43.300000Z,37.19,36.72,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000222,2023-02-17T18:28:26.000000Z,37.62,37.26,13.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000227,2023-02-17T18:25:47.700000Z,38.44,37.51,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000224,2023-02-17T18:17:26.100000Z,37.8,37.75,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000223,2023-02-17T18:15:48.300000Z,37.89,36.3,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000220,2023-02-17T18:07:35.300000Z,38.38,37.44,3.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000218,2023-02-17T18:06:04.200000Z,36.83,36.53,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000213,2023-02-17T17:43:37.500000Z,37.28,37.07,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000206,2023-02-17T17:03:37.200000Z,37.84,37.96,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000207,2023-02-17T16:53:45.700000Z,38.07,37.15,10.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000201,2023-02-17T16:38:22.600000Z,37.94,36.64,11.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000198,2023-02-17T16:33:58.900000Z,37.86,36.36,5.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000199,2023-02-17T16:24:28.500000Z,37.34,36.88,7.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000192,2023-02-17T16:20:40.300000Z,37.94,36.36,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000196,2023-02-17T15:57:44.700000Z,37.93,36.37,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000195,2023-02-17T15:53:56.500000Z,37.93,36.31,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000183,2023-02-17T15:31:40.700000Z,37.33,36.85,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000181,2023-02-17T15:13:32.400000Z,37.36,36.89,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000180,2023-02-17T15:12:14.400000Z,37.97,36.36,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000179,2023-02-17T15:01:27.200000Z,37.78,37.67,9.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000178,2023-02-17T14:58:57.500000Z,37.93,36.32,5.0,4.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000177,2023-02-17T14:48:38.900000Z,37.56,37.34,10.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000176,2023-02-17T14:30:05.200000Z,38.13,36.5,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000169,2023-02-17T14:18:54.500000Z,37.83,36.63,12.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000167,2023-02-17T14:15:41.900000Z,38.06,37.12,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000170,2023-02-17T13:28:24.900000Z,37.92,37.54,5.0,2.7,m,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000144,2023-02-17T12:41:16.600000Z,37.89,36.69,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000142,2023-02-17T12:27:17.000000Z,38.04,38.23,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000141,2023-02-17T12:16:58.900000Z,38.19,36.88,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000136,2023-02-17T12:05:29.700000Z,37.99,36.62,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000140,2023-02-17T11:56:23.400000Z,36.75,35.99,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000129,2023-02-17T11:16:53.000000Z,37.88,36.26,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000122,2023-02-17T10:57:04.800000Z,37.88,36.28,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000123,2023-02-17T10:52:04.300000Z,38.07,36.57,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000120,2023-02-17T10:48:08.200000Z,37.88,36.31,4.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000114,2023-02-17T09:48:23.000000Z,37.42,37.12,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000107,2023-02-17T09:30:07.800000Z,38.11,36.69,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000104,2023-02-17T09:16:56.200000Z,38.05,37.46,4.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000095,2023-02-17T08:29:25.700000Z,38.23,38.08,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000086,2023-02-17T07:38:01.000000Z,38.23,38.11,12.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000081,2023-02-17T06:45:13.200000Z,37.97,36.24,31.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000079,2023-02-17T06:39:11.400000Z,37.83,36.63,17.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000076,2023-02-17T06:06:10.800000Z,38.22,38.02,8.0,4.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000067,2023-02-17T05:35:31.200000Z,38.26,38.22,4.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000066,2023-02-17T05:19:14.700000Z,38.15,38.43,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000064,2023-02-17T05:14:42.400000Z,38.2,37.86,1.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000063,2023-02-17T05:09:17.200000Z,38.09,37.5,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000060,2023-02-17T04:53:32.900000Z,38.08,37.33,11.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000058,2023-02-17T04:49:00.300000Z,37.75,37.49,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000053,2023-02-17T04:35:45.900000Z,37.38,37.02,4.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000048,2023-02-17T03:46:39.700000Z,37.08,36.02,19.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000036,2023-02-17T02:47:34.900000Z,38.14,37.37,8.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000034,2023-02-17T02:33:37.900000Z,37.94,36.33,3.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000033,2023-02-17T02:27:34.000000Z,37.94,36.37,7.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000027,2023-02-17T02:19:49.500000Z,38.12,38.28,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000025,2023-02-17T02:15:12.100000Z,37.96,38.06,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000021,2023-02-17T02:11:01.800000Z,37.93,36.38,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000015,2023-02-17T01:42:22.000000Z,38.06,36.46,3.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000014,2023-02-17T01:31:52.900000Z,38.13,36.65,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000013,2023-02-17T01:27:27.000000Z,37.89,36.36,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000010,2023-02-17T01:09:23.700000Z,37.42,37.05,7.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000011,2023-02-17T01:02:08.200000Z,37.62,37.37,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000007,2023-02-17T00:49:19.100000Z,37.51,37.21,10.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000004,2023-02-17T00:35:04.800000Z,38.11,36.65,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000005,2023-02-17T00:33:22.900000Z,37.88,36.52,2.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230217_0000002,2023-02-17T00:06:16.700000Z,38.07,37.7,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000370,2023-02-16T23:53:24.400000Z,37.91,37.92,1.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000367,2023-02-16T23:45:22.500000Z,38.03,37.66,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000363,2023-02-16T23:41:48.700000Z,37.88,36.34,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000360,2023-02-16T23:30:46.000000Z,38.14,37.86,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000356,2023-02-16T23:23:37.700000Z,37.5,37.24,6.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000357,2023-02-16T23:18:38.700000Z,38.11,36.55,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000352,2023-02-16T22:53:22.400000Z,38.01,36.55,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000349,2023-02-16T22:42:52.200000Z,38.18,37.88,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000344,2023-02-16T22:25:27.400000Z,38.1,37.77,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000342,2023-02-16T22:20:26.900000Z,38.11,37.48,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000350,2023-02-16T22:14:50.300000Z,38.25,38.25,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000343,2023-02-16T22:13:10.900000Z,38.04,36.48,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000339,2023-02-16T22:10:44.800000Z,37.41,36.93,3.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000335,2023-02-16T22:06:38.100000Z,37.8,36.12,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000334,2023-02-16T22:01:32.800000Z,38.14,37.35,3.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000326,2023-02-16T21:36:02.600000Z,36.66,36.52,10.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000319,2023-02-16T20:48:23.800000Z,38.04,36.52,1.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000307,2023-02-16T20:19:51.500000Z,38.06,36.53,1.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000301,2023-02-16T19:56:19.800000Z,37.81,37.27,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000296,2023-02-16T19:42:58.200000Z,38.03,37.71,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000295,2023-02-16T19:41:31.700000Z,38.08,37.79,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000291,2023-02-16T19:07:28.300000Z,38.4,37.93,10.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000287,2023-02-16T18:49:27.400000Z,38.05,37.46,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000288,2023-02-16T18:34:33.900000Z,37.41,37.19,10.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000281,2023-02-16T18:26:29.200000Z,38.19,37.24,10.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000277,2023-02-16T18:08:53.400000Z,38.07,38.33,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000275,2023-02-16T18:00:36.500000Z,38.1,37.93,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000273,2023-02-16T17:53:55.000000Z,37.97,36.62,1.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000271,2023-02-16T17:48:18.200000Z,38.09,37.89,1.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000269,2023-02-16T17:21:35.600000Z,37.96,37.46,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000267,2023-02-16T17:16:50.200000Z,37.99,37.48,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000266,2023-02-16T17:04:32.100000Z,38.16,38.38,16.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000264,2023-02-16T16:51:46.400000Z,38.02,36.63,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000263,2023-02-16T16:38:33.700000Z,37.9,37.41,10.0,4.1,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000262,2023-02-16T16:34:46.800000Z,36.72,36.53,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000256,2023-02-16T16:15:14.200000Z,38.22,37.9,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000253,2023-02-16T15:53:02.800000Z,38.06,37.71,1.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000247,2023-02-16T15:31:17.200000Z,38.21,37.88,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000243,2023-02-16T15:26:20.400000Z,38.1,36.88,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000242,2023-02-16T15:20:10.200000Z,38.18,37.85,1.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000240,2023-02-16T15:17:05.700000Z,38.09,36.6,2.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000234,2023-02-16T15:01:15.800000Z,38.4,37.71,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000228,2023-02-16T14:45:40.800000Z,38.21,37.86,10.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000227,2023-02-16T14:41:27.300000Z,37.49,37.01,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000221,2023-02-16T14:22:44.800000Z,38.16,37.78,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000217,2023-02-16T14:16:25.200000Z,38.04,36.81,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000215,2023-02-16T14:08:20.100000Z,38.1,37.48,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000216,2023-02-16T14:06:33.700000Z,37.87,37.84,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000201,2023-02-16T13:58:26.600000Z,38.13,36.51,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000199,2023-02-16T13:50:26.000000Z,38.08,38.23,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000197,2023-02-16T13:46:41.100000Z,38.07,36.53,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000196,2023-02-16T13:32:10.600000Z,37.98,38.05,2.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000194,2023-02-16T13:27:50.800000Z,38.02,36.72,8.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000193,2023-02-16T13:04:49.700000Z,38.25,37.17,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000192,2023-02-16T12:48:55.200000Z,37.81,36.43,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000189,2023-02-16T12:34:38.200000Z,38.1,36.56,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000185,2023-02-16T12:24:39.600000Z,37.97,36.64,7.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000184,2023-02-16T12:18:07.600000Z,37.3,37.06,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000182,2023-02-16T12:08:27.200000Z,38.08,36.52,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000180,2023-02-16T12:05:21.700000Z,38.26,38.15,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000178,2023-02-16T11:53:53.700000Z,37.98,36.39,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000176,2023-02-16T11:49:40.800000Z,38.16,36.87,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000174,2023-02-16T11:36:00.100000Z,37.39,36.72,8.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000162,2023-02-16T10:46:10.900000Z,38.11,37.55,14.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000164,2023-02-16T10:20:46.200000Z,38.15,36.61,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000152,2023-02-16T10:03:12.500000Z,37.9,36.25,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000145,2023-02-16T09:54:50.300000Z,37.87,36.64,8.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000143,2023-02-16T09:48:03.600000Z,38.16,37.81,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000141,2023-02-16T09:38:22.400000Z,38.07,37.75,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000140,2023-02-16T09:13:04.400000Z,38.03,37.52,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000137,2023-02-16T09:10:23.300000Z,38.1,37.84,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000132,2023-02-16T08:21:52.100000Z,37.84,36.45,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000131,2023-02-16T08:13:39.500000Z,38.06,37.35,10.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000126,2023-02-16T07:49:58.500000Z,37.8,37.7,2.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000125,2023-02-16T07:40:54.300000Z,38.09,37.16,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000124,2023-02-16T07:38:09.700000Z,38.1,36.62,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000117,2023-02-16T07:10:36.500000Z,37.95,38.18,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000118,2023-02-16T07:06:11.300000Z,38.28,38.21,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000115,2023-02-16T07:00:25.000000Z,38.11,38.35,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000108,2023-02-16T06:40:04.900000Z,37.73,37.55,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000110,2023-02-16T06:37:48.500000Z,37.39,36.98,1.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000105,2023-02-16T06:17:11.100000Z,38.1,36.64,9.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000102,2023-02-16T06:11:10.900000Z,38.19,38.01,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000097,2023-02-16T05:56:41.300000Z,37.34,36.86,5.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000096,2023-02-16T05:54:39.800000Z,38.27,38.24,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000086,2023-02-16T05:16:44.600000Z,37.8,36.58,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000082,2023-02-16T04:58:24.800000Z,37.17,37.04,11.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000077,2023-02-16T04:43:19.300000Z,38.13,38.44,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000069,2023-02-16T04:22:04.100000Z,38.2,37.01,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000068,2023-02-16T04:11:10.600000Z,38.18,36.99,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000057,2023-02-16T03:32:37.200000Z,38.1,37.21,2.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000051,2023-02-16T03:02:02.000000Z,37.9,36.63,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000045,2023-02-16T02:36:40.900000Z,36.81,36.5,7.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000044,2023-02-16T02:35:27.400000Z,38.12,36.75,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000041,2023-02-16T02:27:56.800000Z,37.96,36.3,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000037,2023-02-16T01:57:37.800000Z,38.11,36.42,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000034,2023-02-16T01:54:29.200000Z,38.04,36.46,1.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000031,2023-02-16T01:47:38.300000Z,37.88,37.76,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000020,2023-02-16T01:07:29.900000Z,37.38,36.89,7.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000015,2023-02-16T00:56:56.500000Z,38.26,37.24,2.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000013,2023-02-16T00:46:16.100000Z,37.16,36.75,10.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000012,2023-02-16T00:44:37.700000Z,37.98,38.05,6.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000004,2023-02-16T00:22:29.900000Z,37.99,37.48,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000003,2023-02-16T00:15:27.500000Z,38.07,36.57,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230216_0000001,2023-02-16T00:01:32.600000Z,37.49,37.25,6.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000355,2023-02-15T23:59:25.400000Z,37.82,37.65,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000354,2023-02-15T23:53:54.200000Z,38.2,37.76,2.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000353,2023-02-15T23:50:32.200000Z,38.3,37.78,1.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000349,2023-02-15T23:43:39.000000Z,37.4,36.9,7.0,4.0,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000350,2023-02-15T23:42:11.300000Z,36.53,36.18,7.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000348,2023-02-15T23:31:08.400000Z,36.93,36.56,2.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000344,2023-02-15T23:18:53.200000Z,38.05,38.3,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000337,2023-02-15T22:56:59.000000Z,38.07,36.64,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000335,2023-02-15T22:42:57.700000Z,37.82,36.56,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000334,2023-02-15T22:33:48.600000Z,38.07,36.59,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000333,2023-02-15T22:32:22.400000Z,38.11,36.45,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230215_0000332,2023-02-15T22:25:58.200000Z,38.06,36.63,5.0,4.1,mb,,,EMSC_FDSN
